time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-23,26.8,23.7,30.1,0.0,,,12.0,,1010.1,
2023-01-24,26.2,23.6,29.8,28.3,,,9.2,,1010.8,
2023-01-25,25.8,22.4,29.6,0.0,,,9.4,,1010.5,
2023-01-26,25.9,21.6,30.2,0.0,,,10.2,,1010.6,
2023-01-27,25.9,22.3,30.8,0.1,,,8.9,,1010.5,
2023-01-28,25.8,21.5,30.4,0.0,,,9.7,,1009.6,
2023-01-29,25.4,20.2,30.8,0.0,,,10.0,,1009.2,
2023-01-30,26.1,21.9,31.0,4.3,,,11.2,,1010.2,
2023-01-31,26.7,23.2,31.0,2.7,,,14.5,,1010.0,
2023-02-01,26.6,22.7,32.0,0.0,,,9.8,,1009.0,
2023-02-02,26.6,23.2,30.4,0.1,,,11.0,,1009.3,
2023-02-03,26.2,22.3,29.8,0.2,,,9.3,,1010.0,
2023-02-04,26.4,23.1,31.2,0.2,,,9.8,,1009.6,
2023-02-05,26.8,23.2,31.8,0.0,,,9.2,,1009.5,
2023-02-06,26.3,21.5,30.6,0.0,,,10.3,,1010.2,
2023-02-07,26.0,22.1,30.0,0.0,,,8.8,,1010.7,
2023-02-08,26.8,22.2,31.2,0.0,,,10.1,,1010.0,
2023-02-09,26.6,22.7,29.8,0.0,,,10.0,,1011.2,
2023-02-10,26.9,22.6,31.6,0.0,,,10.7,,1011.9,
2023-02-11,26.0,20.7,30.1,0.0,,,10.2,,1012.3,
2023-02-12,26.4,21.9,30.0,0.0,,,10.0,,1012.4,
2023-02-13,26.3,20.8,30.8,0.0,,,10.5,,1011.9,
2023-02-14,26.4,21.1,30.8,0.0,,,11.3,,1012.3,
2023-02-15,26.5,21.2,32.2,0.0,,,11.2,,1010.6,
2023-02-16,26.7,21.6,30.8,0.0,,,10.7,,1010.3,
2023-02-17,26.4,21.7,31.1,0.0,,,11.5,,1011.2,
2023-02-18,26.5,22.2,30.4,0.0,,,14.5,,1011.8,
2023-02-19,26.8,21.6,31.4,0.0,,,13.0,,1011.8,
2023-02-20,27.2,22.2,32.6,0.0,,,10.8,,1012.1,
2023-02-21,27.7,23.1,31.4,0.0,,,10.6,,1012.0,
2023-02-22,27.6,23.5,31.0,0.0,,,11.9,,1011.3,
2023-02-23,27.0,22.8,31.4,0.0,,,13.2,,1011.1,
2023-02-24,27.0,21.9,31.8,0.0,,,10.8,,1012.0,
2023-02-25,27.5,22.7,32.2,0.0,,,9.6,,1013.3,
2023-02-26,27.4,22.1,32.1,0.0,,,12.0,,1013.7,
2023-02-27,26.9,21.4,31.8,0.0,,,11.2,,1014.1,
2023-02-28,26.7,20.4,30.8,0.0,,,11.4,,1013.6,
2023-03-01,28.0,23.5,32.7,0.1,,,10.6,,1013.2,
2023-03-02,28.3,23.3,33.4,0.0,,,11.4,,1013.8,
2023-03-03,27.5,21.8,33.4,0.0,,,10.8,,1014.1,
2023-03-04,27.4,21.5,31.6,0.0,,,10.4,,1014.1,
2023-03-05,28.3,23.6,32.4,0.0,,,10.1,,1013.8,
2023-03-06,28.3,23.9,32.0,0.0,,,10.8,,1012.7,
2023-03-07,27.9,23.6,31.7,0.0,,,9.6,,1011.9,
2023-03-08,28.0,22.8,33.6,0.0,,,11.4,,1011.1,
2023-03-09,28.4,24.0,33.0,0.3,,,10.5,,1010.8,
2023-03-10,28.4,24.3,32.3,0.0,,,12.0,,1010.7,
2023-03-11,28.1,24.4,31.9,0.0,,,11.2,,1010.8,
2023-03-12,28.5,24.3,33.0,0.0,,,11.1,,1010.4,
2023-03-13,28.6,24.3,32.2,0.4,,,10.0,,1009.8,
2023-03-14,29.0,25.2,33.4,3.9,,,11.6,,1009.0,
2023-03-15,27.4,23.4,32.2,2.8,,,9.9,,1009.3,
2023-03-16,27.3,24.0,31.8,0.9,,,8.6,,1010.1,
2023-03-17,27.4,23.7,32.4,1.8,,,10.8,,1010.0,
2023-03-18,27.6,23.6,31.6,1.6,,,10.1,,1009.7,
2023-03-19,26.5,22.0,31.8,3.9,,,8.4,,1009.7,
2023-03-20,27.6,24.2,31.2,1.8,,,10.5,,1009.2,
2023-03-21,28.0,23.7,31.8,0.0,,,15.0,,1008.7,
2023-03-22,27.7,23.6,31.8,0.0,,,14.4,,1009.3,
2023-03-23,28.2,24.2,32.1,0.0,,,11.7,,1009.1,
2023-03-24,28.0,25.1,31.8,1.3,,,9.9,,1009.7,
2023-03-25,28.3,24.5,32.4,0.4,,,7.2,,1010.4,
2023-03-26,28.1,24.6,32.6,2.8,,,9.1,,1010.3,
2023-03-27,28.3,24.2,32.4,0.0,,,12.5,,1009.8,
2023-03-28,28.8,25.2,32.2,0.0,,,13.7,,1009.2,
2023-03-29,28.4,25.2,31.4,5.1,,,11.1,,1010.6,
2023-03-30,28.3,23.5,31.4,3.0,,,12.9,,1010.2,
2023-03-31,28.1,24.1,32.2,0.0,,,14.1,,1009.3,
2023-04-01,28.3,24.7,31.8,0.2,,,14.0,,1009.6,
2023-04-02,28.0,24.1,31.8,2.0,,,12.0,,1009.8,
2023-04-03,28.4,24.7,32.0,5.9,,,13.8,,1009.3,
2023-04-04,27.4,24.4,32.0,1.0,,,15.8,,1010.2,
2023-04-05,27.8,24.3,31.3,3.5,,,9.7,,1009.7,
2023-04-06,28.2,24.1,32.4,0.7,,,9.0,,1009.9,
2023-04-07,28.2,24.6,31.8,1.4,,,8.7,,1011.1,
2023-04-08,28.1,24.2,32.0,2.7,,,9.3,,1012.1,
2023-04-09,27.8,24.9,32.0,4.4,,,9.9,,1012.5,
2023-04-10,28.2,24.1,32.6,0.0,,,10.1,,1011.0,
2023-04-11,29.0,25.3,33.2,0.3,,,10.7,,1011.1,
2023-04-12,28.8,24.9,32.8,1.7,,,10.1,,1010.8,
2023-04-13,29.2,25.0,33.6,0.1,,,10.8,,1010.7,
2023-04-14,29.3,25.6,32.8,1.0,,,10.8,,1010.8,
2023-04-15,29.5,26.0,32.8,0.3,,,10.4,,1010.0,
2023-04-16,29.4,25.4,33.0,0.2,,,10.0,,1009.0,
2023-04-17,29.2,25.5,32.8,0.7,,,12.0,,1009.1,
2023-04-18,29.4,25.6,33.6,1.8,,,10.3,,1009.9,
2023-04-19,29.3,26.1,32.4,0.5,,,9.9,,1008.7,
2023-04-20,29.3,25.3,32.8,1.1,,,9.5,,1007.2,
2023-04-21,28.6,26.0,32.6,4.2,,,9.8,,1007.1,
2023-04-22,28.3,25.0,33.4,0.4,,,12.0,,1007.0,
2023-04-23,28.5,24.9,32.4,1.3,,,10.6,,1007.1,
2023-04-24,28.9,26.1,32.9,4.8,,,10.0,,1007.8,
2023-04-25,27.8,24.8,32.2,13.3,,,8.1,,1009.0,
2023-04-26,27.3,24.6,32.8,12.9,,,7.9,,1008.8,
2023-04-27,27.8,24.8,33.0,11.3,,,8.5,,1008.4,
2023-04-28,27.9,24.8,33.0,5.9,,,9.4,,1009.2,
2023-04-29,27.0,24.4,32.2,13.6,,,9.2,,1008.8,
2023-04-30,27.1,24.6,32.2,11.8,,,7.8,,1007.5,
2023-05-01,26.6,24.0,31.6,30.2,,,10.6,,1007.7,
2023-05-02,26.9,24.1,30.8,6.4,,,10.8,,1008.3,
2023-05-03,27.3,24.1,30.6,2.0,,,11.1,,1009.7,
2023-05-04,28.3,25.2,30.4,0.0,,,13.2,,1008.9,
2023-05-05,27.9,25.5,31.0,2.0,,,8.9,,1008.5,
2023-05-06,27.8,25.6,31.4,1.5,,,8.7,,1008.3,
2023-05-07,27.2,24.3,30.8,3.3,,,7.4,,1008.6,
2023-05-08,28.2,25.6,30.8,1.2,,,15.7,,1007.8,
2023-05-09,27.4,24.6,32.4,13.0,,,9.0,,1008.1,
2023-05-10,27.9,24.7,32.6,5.5,,,9.7,,1007.3,
2023-05-11,27.4,24.1,32.2,4.4,,,8.9,,1009.0,
2023-05-12,27.8,24.5,32.0,10.7,,,10.3,,1009.5,
2023-05-13,28.2,26.0,31.2,0.6,,,11.5,,1010.4,
2023-05-14,28.6,25.7,33.0,5.5,,,10.5,,1009.6,
2023-05-15,28.8,26.0,32.2,3.0,,,11.9,,1009.7,
2023-05-16,29.4,26.4,31.7,1.4,,,15.2,,1009.7,
2023-05-17,29.4,26.6,32.6,1.7,,,11.7,,1010.2,
2023-05-18,28.8,26.4,32.6,6.4,,,9.1,,1011.0,
2023-05-19,27.7,24.9,32.2,16.8,,,7.9,,1011.0,
2023-05-20,28.1,25.3,32.4,4.1,,,7.7,,1010.2,
2023-05-21,27.7,25.2,32.0,9.0,,,9.2,,1010.8,
2023-05-22,27.6,25.1,32.4,3.9,,,9.5,,1011.2,
2023-05-23,27.8,24.8,32.6,2.7,,,9.7,,1011.7,
2023-05-24,28.3,25.2,32.8,1.6,,,9.0,,1011.7,
2023-05-25,28.2,25.5,32.8,3.4,,,8.8,,1012.4,
2023-05-26,27.5,24.3,30.4,7.4,,,9.8,,1012.8,
2023-05-27,28.3,25.4,32.4,1.8,,,11.8,,1010.8,
2023-05-28,28.0,22.4,32.4,18.4,,,12.8,,1009.5,
2023-05-29,28.6,26.0,32.8,3.1,,,9.8,,1008.9,
2023-05-30,28.3,26.1,32.6,2.9,,,8.2,,1009.6,
2023-05-31,27.4,25.4,32.0,17.5,,,8.1,,1009.6,
2023-06-01,26.8,24.9,30.6,16.9,,,10.1,,1010.2,
2023-06-02,28.0,25.1,32.2,9.0,,,9.6,,1009.8,
2023-06-03,27.8,24.3,32.6,28.4,,,10.8,,1009.6,
2023-06-04,27.8,24.2,31.8,8.8,,,10.9,,1010.0,
2023-06-05,28.0,24.5,30.3,7.0,,,11.1,,1009.4,
2023-06-06,27.7,23.6,31.0,8.6,,,12.2,,1009.0,
2023-06-07,26.5,23.4,29.4,15.7,,,10.9,,1009.7,
2023-06-08,26.3,23.9,31.4,43.6,,,12.6,,1010.1,
2023-06-09,26.2,24.6,28.6,20.8,,,10.0,,1009.3,
2023-06-10,26.3,23.6,30.0,12.3,,,8.4,,1008.5,
2023-06-11,26.9,25.0,30.2,22.5,,,10.2,,1008.2,
2023-06-12,25.9,24.6,28.1,15.0,,,10.1,,1008.5,
2023-06-13,26.5,25.0,28.8,14.3,,,15.3,,1009.0,
2023-06-14,27.0,24.8,29.8,6.1,,,14.2,,1010.4,
2023-06-15,27.4,24.8,30.2,2.6,,,15.5,,1010.0,
2023-06-16,28.2,25.6,31.2,1.3,,,17.3,,1009.6,
2023-06-17,26.6,24.5,28.6,5.3,,,11.1,,1009.9,
2023-06-18,26.4,24.0,29.2,9.5,,,11.4,,1009.7,
2023-06-19,26.2,24.6,29.0,14.3,,,12.9,,1008.2,
2023-06-20,26.3,24.6,28.0,4.5,,,9.0,,1007.5,
2023-06-21,26.4,24.7,28.2,6.1,,,9.8,,1008.1,
2023-06-22,26.7,24.5,30.4,6.2,,,11.8,,1008.4,
2023-06-23,26.5,24.2,31.0,2.9,,,9.8,,1009.0,
2023-06-24,27.1,24.5,31.2,1.0,,,10.3,,1008.5,
2023-06-25,26.0,24.0,30.8,20.3,,,11.4,,1008.6,
2023-06-26,25.9,24.2,29.0,20.2,,,12.9,,1009.7,
2023-06-27,24.9,23.8,26.2,48.5,,,15.8,,1010.4,
2023-06-28,26.1,23.4,29.8,19.4,,,12.9,,1010.8,
2023-06-29,25.6,23.4,29.0,19.0,,,11.6,,1011.8,
2023-06-30,26.5,24.2,30.0,6.6,,,16.2,,1011.1,
2023-07-01,27.0,24.0,31.0,4.5,,,13.2,,1010.8,
2023-07-02,25.8,24.0,28.0,26.7,,,15.4,,1010.6,
2023-07-03,24.6,23.5,26.6,47.0,,,23.8,,1010.3,
2023-07-04,24.8,23.8,26.5,73.1,,,23.1,,1009.1,
2023-07-05,24.8,23.6,26.2,71.1,,,22.8,,1008.1,
2023-07-06,24.9,23.8,27.0,66.2,,,15.2,,1009.9,
2023-07-07,25.2,23.3,29.6,41.1,,,12.1,,1011.4,
2023-07-08,25.2,23.9,27.0,27.5,,,12.3,,1011.9,
2023-07-09,26.5,23.6,30.6,2.6,,,10.1,,1010.6,
2023-07-10,26.2,24.0,30.2,5.5,,,9.4,,1009.8,
2023-07-11,26.0,24.4,28.6,2.2,,,9.1,,1009.5,
2023-07-12,26.2,23.9,29.8,6.8,,,11.5,,1009.5,
2023-07-13,25.6,23.7,28.6,27.4,,,15.0,,1010.3,
2023-07-14,25.9,23.8,30.0,8.2,,,13.7,,1011.3,
2023-07-15,26.6,24.7,29.4,1.0,,,14.9,,1010.8,
2023-07-16,26.8,24.9,30.4,6.5,,,13.8,,1010.1,
2023-07-17,26.3,24.6,29.6,4.6,,,13.5,,1010.1,
2023-07-18,26.5,24.1,30.6,10.1,,,15.9,,1010.0,
2023-07-19,25.9,23.9,29.2,22.7,,,16.2,,1009.1,
2023-07-20,27.0,23.6,30.6,10.8,,,18.2,,1008.9,
2023-07-21,27.2,24.9,30.2,7.0,,,19.0,,1009.7,
2023-07-22,25.9,23.7,29.8,18.6,,,17.4,,1011.5,
2023-07-23,24.9,23.6,27.1,16.4,,,15.2,,1011.3,
2023-07-24,24.9,23.2,28.6,12.8,,,11.7,,1010.5,
2023-07-25,24.5,23.4,27.0,3.1,,,14.9,,1010.7,
2023-07-26,25.1,23.5,27.6,4.1,,,11.0,,1011.7,
2023-07-27,25.7,23.6,29.0,4.6,,,12.1,,1012.1,
2023-07-28,26.4,24.0,29.2,2.6,,,15.4,,1011.4,
2023-07-29,26.8,24.8,29.6,1.3,,,17.6,,1011.1,
2023-07-30,26.7,24.2,29.8,0.7,,,16.4,,1010.7,
2023-07-31,26.8,24.9,30.0,0.8,,,16.6,,1010.6,
2023-08-01,26.9,24.5,30.0,1.2,,,15.4,,1011.1,
2023-08-02,26.9,25.2,30.2,2.3,,,14.7,,1011.8,
2023-08-03,27.0,25.2,30.0,4.3,,,16.7,,1011.2,
2023-08-04,26.2,23.9,30.6,3.8,,,18.3,,1012.6,
2023-08-05,26.7,24.3,30.4,1.9,,,14.0,,1013.4,
2023-08-06,26.8,24.5,30.0,0.9,,,15.3,,1012.4,
2023-08-07,26.8,24.8,29.8,2.4,,,17.7,,1010.5,
2023-08-08,26.5,24.2,29.0,5.2,,,14.1,,1010.7,
2023-08-09,26.7,24.0,30.4,1.4,,,13.9,,1011.6,
2023-08-10,26.7,24.4,28.8,2.1,,,16.1,,1011.8,
2023-08-11,27.0,25.1,30.0,2.0,,,16.9,,1010.8,
2023-08-12,26.8,24.9,29.6,4.9,,,15.5,,1011.1,
2023-08-13,26.6,24.8,29.4,0.8,,,17.5,,1010.7,
2023-08-14,26.8,24.2,30.4,1.2,,,12.5,,1011.0,
2023-08-15,26.5,23.8,30.6,2.0,,,9.2,,1011.3,
2023-08-16,26.6,23.4,30.8,0.2,,,8.4,,1011.4,
2023-08-17,26.8,24.2,30.6,4.5,,,9.8,,1010.8,
2023-08-18,26.5,24.6,30.4,5.4,,,11.1,,1010.9,
2023-08-19,26.2,23.8,30.0,1.6,,,10.5,,1010.5,
2023-08-20,26.8,24.3,30.6,1.1,,,12.8,,1009.7,
2023-08-21,27.1,24.6,30.0,1.2,,,14.2,,1008.8,
2023-08-22,27.4,24.8,31.4,2.5,,,14.3,,1008.7,
2023-08-23,27.3,24.9,30.4,0.9,,,11.7,,1009.3,
2023-08-24,26.8,24.3,29.8,1.9,,,9.1,,1009.4,
2023-08-25,27.0,24.1,30.8,2.2,,,7.5,,1009.5,
2023-08-26,27.1,24.2,30.8,1.0,,,8.7,,1010.3,
2023-08-27,27.2,25.0,31.4,2.9,,,9.3,,1010.8,
2023-08-28,27.3,24.6,32.0,13.3,,,8.8,,1010.5,
2023-08-29,26.7,23.3,30.8,6.9,,,12.5,,1009.5,
2023-08-30,26.7,24.0,29.4,5.9,,,12.9,,1010.0,
2023-08-31,27.2,24.9,31.2,2.4,,,9.3,,1009.4,
2023-09-01,27.1,23.8,31.0,9.7,,,10.0,,1009.5,
2023-09-02,26.1,24.3,28.2,6.7,,,9.9,,1010.0,
2023-09-03,25.7,24.3,29.6,23.0,,,10.0,,1009.1,
2023-09-04,25.2,23.3,27.8,37.8,,,13.0,,1008.3,
2023-09-05,25.2,24.1,28.8,12.4,,,11.7,,1008.6,
2023-09-06,25.2,24.0,30.4,8.9,,,17.1,,1009.2,
2023-09-07,24.8,24.0,27.4,38.1,,,12.4,,1010.2,
2023-09-08,25.3,23.0,29.2,16.5,,,11.5,,1011.3,
2023-09-09,25.5,23.9,27.8,17.7,,,13.1,,1010.6,
2023-09-10,25.3,23.9,27.6,28.1,,,13.5,,1010.2,
2023-09-11,25.5,23.2,29.8,37.2,,,14.3,,1010.3,
2023-09-12,26.2,23.2,30.8,10.0,,,14.2,,1010.2,
2023-09-13,25.9,23.8,30.2,14.1,,,11.2,,1010.3,
2023-09-14,25.6,23.5,29.8,10.3,,,9.9,,1010.5,
2023-09-15,25.4,24.1,27.0,12.3,,,10.8,,1010.8,
2023-09-16,25.6,23.9,28.2,12.1,,,9.5,,1010.9,
2023-09-17,25.8,23.6,28.3,7.3,,,8.7,,1009.9,
2023-09-18,25.2,23.3,28.6,18.7,,,10.1,,1010.0,
2023-09-19,25.5,23.5,28.8,6.7,,,8.6,,1011.2,
2023-09-20,26.2,23.9,29.8,2.3,,,9.1,,1010.7,
2023-09-21,26.5,23.8,30.8,6.6,,,9.1,,1010.6,
2023-09-22,25.6,23.8,28.4,14.8,,,10.9,,1010.7,
2023-09-23,25.7,23.4,28.4,18.9,,,10.5,,1011.2,
2023-09-24,26.0,23.2,29.6,5.9,,,10.8,,1011.2,
2023-09-25,26.4,23.1,30.2,20.1,,,11.7,,1010.1,
2023-09-26,26.3,24.1,30.2,5.5,,,9.3,,1009.7,
2023-09-27,26.2,23.9,29.8,6.9,,,8.5,,1009.9,
2023-09-28,25.1,23.6,26.9,23.6,,,12.9,,1010.3,
2023-09-29,25.2,24.3,26.3,28.3,,,18.3,,1010.7,
2023-09-30,25.0,23.7,26.6,29.1,,,16.9,,1011.3,
2023-10-01,25.4,24.2,27.0,37.1,,,16.6,,1011.1,
2023-10-02,25.4,23.6,27.6,15.6,,,9.7,,1011.3,
2023-10-03,26.3,23.9,30.2,1.2,,,10.1,,1011.2,
2023-10-04,26.7,24.3,30.6,3.5,,,9.7,,1011.4,
2023-10-05,26.7,23.8,30.6,0.6,,,10.0,,1010.6,
2023-10-06,27.2,24.6,31.0,0.8,,,11.1,,1009.8,
2023-10-07,26.9,24.0,29.5,0.0,,,10.2,,1009.6,
2023-10-08,27.0,23.6,31.0,0.0,,,8.4,,1010.9,
2023-10-09,27.5,24.1,31.4,0.0,,,7.2,,1012.1,
2023-10-10,27.5,24.5,31.0,1.6,,,9.3,,1011.7,
2023-10-11,26.3,24.3,30.4,19.3,,,9.1,,1012.0,
2023-10-12,25.6,23.5,28.6,20.8,,,8.4,,1012.6,
2023-10-13,26.1,23.6,30.2,8.2,,,10.2,,1012.5,
2023-10-14,25.9,23.5,29.6,18.6,,,12.1,,1012.8,
2023-10-15,25.9,23.3,29.0,12.2,,,10.3,,1011.6,
2023-10-16,27.0,24.2,31.2,2.6,,,7.8,,1011.3,
2023-10-17,26.4,23.8,30.6,16.6,,,9.2,,1011.9,
2023-10-18,26.2,23.4,29.6,17.3,,,9.8,,1012.4,
2023-10-19,26.4,23.8,30.6,0.4,,,8.1,,1012.3,
2023-10-20,26.7,23.9,30.8,2.8,,,9.9,,1012.2,
2023-10-21,26.4,23.8,31.0,5.3,,,6.8,,1012.4,
2023-10-22,26.2,23.2,30.6,10.1,,,8.9,,1012.9,
2023-10-23,25.7,22.8,30.6,5.7,,,11.2,,1012.5,
2023-10-24,26.1,22.9,30.6,0.4,,,9.0,,1011.7,
2023-10-25,26.4,23.3,30.6,2.0,,,9.6,,1012.6,
2023-10-26,26.7,24.3,30.2,1.3,,,8.2,,1012.3,
2023-10-27,26.5,23.8,30.6,1.1,,,13.3,,1011.1,
2023-10-28,26.5,23.4,31.0,4.7,,,8.7,,1011.0,
2023-10-29,26.2,23.2,30.4,16.9,,,9.4,,1010.8,
2023-10-30,26.0,23.7,30.2,8.4,,,6.6,,1011.0,
2023-10-31,26.4,24.0,31.0,20.3,,,7.9,,1011.4,
2023-11-01,26.6,23.9,31.0,5.2,,,7.8,,1011.3,
2023-11-02,26.9,23.8,31.2,3.4,,,7.1,,1010.3,
2023-11-03,26.4,23.5,30.8,13.1,,,8.8,,1009.3,
2023-11-04,25.4,23.8,29.0,19.1,,,10.6,,1009.8,
2023-11-05,25.8,23.5,29.2,23.1,,,9.0,,1011.1,
2023-11-06,26.7,23.6,31.2,0.3,,,8.0,,1012.0,
2023-11-07,26.8,23.5,31.0,1.4,,,8.9,,1011.6,
2023-11-08,26.2,24.0,30.2,11.0,,,8.0,,1011.4,
2023-11-09,26.2,23.9,30.4,6.2,,,8.6,,1011.8,
2023-11-10,26.3,23.8,30.8,2.5,,,7.6,,1012.5,
2023-11-11,27.1,24.3,32.0,6.7,,,7.9,,1012.1,
2023-11-12,27.5,24.5,30.6,0.0,,,7.9,,1012.2,
2023-11-13,27.0,22.7,31.6,0.0,,,9.1,,1011.5,
2023-11-14,27.0,24.1,31.0,0.0,,,8.0,,1011.1,
2023-11-15,26.9,23.4,31.4,1.4,,,9.2,,1011.2,
2023-11-16,27.0,23.7,31.0,0.5,,,8.7,,1011.7,
2023-11-17,27.2,23.9,31.6,1.0,,,8.8,,1011.5,
2023-11-18,27.0,24.4,30.7,13.5,,,8.3,,1011.2,
2023-11-19,27.0,23.9,32.0,0.5,,,7.9,,1011.1,
2023-11-20,27.6,23.7,36.6,0.0,,,7.1,,1010.7,
2023-11-21,27.6,24.6,31.8,2.9,,,8.0,,1010.2,
2023-11-22,26.4,24.4,30.8,8.6,,,10.8,,1010.3,
2023-11-23,25.9,23.8,29.8,9.7,,,10.8,,1009.4,
2023-11-24,27.1,24.1,30.8,2.5,,,8.5,,1009.5,
2023-11-25,27.0,23.6,32.2,2.0,,,7.3,,1010.2,
2023-11-26,27.5,24.0,33.0,3.8,,,8.4,,1010.5,
2023-11-27,27.4,24.0,31.8,0.0,,,9.3,,1009.5,
2023-11-28,27.8,24.5,33.0,0.3,,,7.2,,1009.2,
2023-11-29,27.1,23.3,32.4,2.2,,,8.7,,1009.2,
2023-11-30,27.2,23.8,31.2,8.2,,,8.3,,1010.2,
2023-12-01,27.2,24.2,32.6,5.9,,,9.0,,1009.8,
2023-12-02,26.8,23.4,31.0,1.8,,,10.1,,1008.6,
2023-12-03,26.8,24.1,30.4,0.0,,,8.2,,1008.4,
2023-12-04,27.2,24.2,31.2,1.0,,,8.0,,1007.8,
2023-12-05,27.3,24.0,30.6,2.3,,,8.8,,1008.0,
2023-12-06,27.4,24.0,31.0,0.5,,,7.8,,1009.3,
2023-12-07,27.5,24.1,31.4,0.2,,,8.1,,1010.0,
2023-12-08,26.9,24.6,32.4,1.7,,,9.6,,1010.6,
2023-12-09,26.9,24.3,30.6,1.7,,,7.7,,1011.0,
2023-12-10,27.3,23.8,32.8,6.8,,,9.3,,1010.2,
2023-12-11,27.2,23.8,31.2,4.0,,,8.2,,1010.4,
2023-12-12,27.0,23.6,31.4,15.8,,,8.5,,1010.1,
2023-12-13,27.0,23.5,31.6,0.0,,,8.0,,1009.8,
2023-12-14,26.9,22.6,32.6,0.0,,,11.0,,1010.8,
2023-12-15,27.0,23.0,31.2,0.1,,,8.7,,1011.3,
2023-12-16,27.2,23.5,31.4,0.2,,,7.5,,1010.8,
2023-12-17,26.5,24.3,29.8,8.5,,,7.0,,1009.9,
2023-12-18,25.9,24.6,29.4,25.2,,,8.0,,1010.4,
2023-12-19,27.2,23.6,31.6,0.0,,,9.7,,1010.9,
2023-12-20,28.1,23.9,32.0,0.0,,,8.3,,1010.7,
2023-12-21,27.7,24.2,31.8,0.4,,,8.3,,1011.2,
2023-12-22,27.3,23.8,31.2,0.0,,,8.7,,1011.8,
2023-12-23,27.1,23.7,30.4,0.0,,,9.9,,1012.4,
2023-12-24,26.9,21.6,32.1,0.0,,,9.2,,1013.0,
2023-12-25,27.5,23.8,31.3,0.2,,,12.0,,1012.1,
2023-12-26,27.3,23.4,31.7,0.0,,,10.2,,1012.1,
2023-12-27,27.0,20.7,31.9,0.0,,,10.6,,1011.9,
2023-12-28,28.1,23.7,33.8,0.0,,,10.6,,1010.8,
2023-12-29,28.3,23.7,32.8,0.2,,,10.1,,1010.8,
2023-12-30,28.0,23.5,32.4,0.0,,,10.3,,1010.8,
2023-12-31,28.0,23.7,32.2,0.0,,,14.3,,1010.9,
2024-01-01,27.7,24.0,31.8,0.1,,,8.8,,1011.6,
2024-01-02,27.9,24.1,32.2,0.0,,,9.1,,1010.7,
2024-01-03,27.0,24.4,30.8,15.3,,,10.1,,1010.9,
2024-01-04,26.8,24.0,31.8,12.5,,,8.8,,1010.9,
2024-01-05,26.0,24.0,28.4,8.6,,,7.3,,1011.1,
2024-01-06,26.2,24.2,30.7,14.9,,,8.5,,1010.9,
2024-01-07,26.6,23.6,30.4,11.9,,,7.6,,1011.2,
2024-01-08,26.7,24.0,31.2,0.3,,,7.4,,1011.3,
