time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-01-09,26.1,24.2,29.6,16.3,,,7.8,,1011.3,
2024-01-10,27.2,24.2,31.6,2.4,,,8.3,,1010.6,
2024-01-11,27.5,23.2,32.0,0.0,,,9.4,,1010.7,
2024-01-12,27.1,23.4,31.2,0.0,,,9.3,,1010.8,
2024-01-13,26.6,22.8,31.6,0.0,,,8.9,,1012.1,
2024-01-14,26.7,22.0,31.2,0.0,,,10.0,,1011.8,
2024-01-15,26.4,22.0,30.8,0.0,,,9.8,,1011.8,
2024-01-16,26.2,22.4,30.4,0.0,,,9.9,,1011.1,
2024-01-17,26.4,22.6,31.2,0.0,,,8.0,,1010.6,
2024-01-18,26.7,22.9,31.6,0.6,,,9.1,,1011.1,
2024-01-19,27.0,23.0,30.8,0.0,,,7.6,,1011.0,
2024-01-20,27.5,24.1,31.8,0.3,,,7.2,,1011.9,
2024-01-21,27.7,23.7,31.8,0.0,,,11.6,,1011.7,
2024-01-22,27.9,23.9,32.4,0.3,,,10.4,,1012.5,
2024-01-23,27.6,23.5,31.5,1.1,,,10.2,,1012.6,
2024-01-24,26.6,20.8,30.6,0.8,,,10.5,,1012.6,
2024-01-25,27.0,23.8,31.0,0.0,,,9.5,,1013.2,
2024-01-26,27.1,22.7,31.6,0.0,,,10.9,,1013.8,
2024-01-27,27.2,22.2,32.4,0.0,,,12.0,,1013.8,
2024-01-28,26.9,22.0,31.0,0.0,,,9.8,,1013.8,
2024-01-29,27.1,22.4,31.2,0.0,,,10.6,,1013.3,
2024-01-30,27.3,22.4,31.4,0.0,,,10.0,,1012.8,
2024-01-31,27.5,23.5,31.4,0.0,,,9.3,,1013.5,
2024-02-01,27.8,23.8,31.7,0.5,,,12.7,,1013.7,
2024-02-02,27.6,23.3,31.4,0.0,,,12.3,,1013.1,
2024-02-03,27.9,23.7,31.6,0.0,,,9.5,,1012.9,
2024-02-04,28.2,24.1,32.0,0.0,,,10.7,,1014.1,
2024-02-05,27.8,23.0,32.0,0.0,,,10.4,,1014.2,
2024-02-06,27.8,22.1,32.7,0.0,,,10.6,,1013.5,
2024-02-07,27.4,22.4,31.9,0.0,,,10.1,,1013.6,
2024-02-08,27.4,22.1,31.6,0.0,,,11.1,,1012.8,
2024-02-09,27.9,23.2,31.9,0.0,,,10.2,,1012.9,
2024-02-10,28.1,23.0,33.0,0.0,,,10.7,,1013.7,
2024-02-11,28.2,23.7,31.8,0.0,,,11.9,,1013.8,
2024-02-12,27.7,22.4,31.9,0.0,,,10.8,,1013.2,
2024-02-13,28.1,22.6,32.6,0.0,,,10.7,,1013.0,
2024-02-14,28.5,24.0,32.2,0.0,,,10.8,,1012.1,
2024-02-15,28.5,24.7,32.3,0.0,,,10.1,,1011.8,
2024-02-16,28.6,23.9,33.8,0.0,,,12.2,,1011.9,
2024-02-17,28.7,23.6,33.7,0.9,,,11.3,,1011.4,
2024-02-18,28.4,24.3,32.4,0.1,,,9.8,,1011.0,
2024-02-19,28.8,24.4,33.8,0.0,,,11.4,,1011.2,
2024-02-20,28.9,24.8,32.7,0.1,,,9.6,,1011.5,
2024-02-21,28.4,24.6,32.1,2.4,,,12.2,,1011.6,
2024-02-22,28.4,24.1,32.2,0.0,,,10.7,,1012.3,
2024-02-23,28.4,24.9,31.8,0.0,,,12.0,,1011.4,
2024-02-24,28.3,25.0,31.6,0.0,,,11.8,,1011.1,
2024-02-25,28.7,25.7,32.2,0.0,,,11.8,,1009.8,
2024-02-26,29.3,25.1,34.8,0.0,,,12.2,,1009.1,
2024-02-27,29.5,24.6,33.8,0.0,,,13.1,,1009.7,
2024-02-28,29.2,24.5,33.3,0.0,,,11.7,,1010.0,
2024-02-29,28.8,24.3,32.6,0.0,,,10.0,,1010.7,
2024-03-01,28.9,25.1,33.0,0.6,,,9.4,,1011.8,
2024-03-02,28.5,24.7,32.3,0.0,,,9.6,,1012.1,
2024-03-03,28.4,24.4,32.0,0.1,,,12.7,,1011.4,
2024-03-04,28.7,24.8,32.2,0.3,,,11.1,,1011.3,
2024-03-05,28.4,24.9,32.0,1.2,,,11.7,,1011.3,
2024-03-06,28.7,24.9,32.2,0.0,,,12.7,,1011.8,
2024-03-07,28.7,25.4,31.9,0.0,,,12.6,,1010.9,
2024-03-08,28.8,24.5,32.2,0.0,,,9.4,,1011.4,
2024-03-09,28.9,25.0,32.1,0.0,,,10.0,,1011.4,
2024-03-10,29.2,24.8,33.0,0.1,,,8.8,,1012.5,
2024-03-11,29.2,25.1,32.4,0.7,,,10.8,,1013.8,
2024-03-12,28.9,24.4,32.2,0.0,,,9.9,,1013.1,
2024-03-13,28.8,25.2,32.6,1.2,,,9.9,,1012.8,
2024-03-14,28.8,25.5,31.6,0.3,,,11.1,,1012.5,
2024-03-15,29.3,25.9,32.5,0.0,,,14.7,,1011.1,
2024-03-16,28.6,24.1,31.8,0.9,,,11.4,,1011.3,
2024-03-17,28.8,25.3,32.0,0.0,,,21.7,,1011.3,
2024-03-18,28.7,24.2,32.1,1.0,,,11.0,,1011.3,
2024-03-19,28.7,24.0,32.1,0.4,,,10.2,,1010.7,
2024-03-20,29.0,24.3,32.8,0.0,,,10.1,,1010.4,
2024-03-21,29.3,24.8,32.6,0.0,,,10.9,,1009.4,
2024-03-22,28.9,25.4,32.1,0.6,,,10.0,,1008.9,
2024-03-23,28.4,24.6,32.1,6.6,,,12.7,,1009.0,
2024-03-24,28.5,24.1,32.0,0.0,,,11.0,,1010.6,
2024-03-25,29.1,25.1,33.2,0.2,,,11.1,,1010.6,
2024-03-26,28.9,25.0,32.1,0.6,,,10.3,,1011.4,
2024-03-27,28.8,25.0,33.2,0.3,,,11.7,,1012.9,
2024-03-28,28.8,25.7,32.6,1.3,,,11.3,,1011.8,
2024-03-29,28.0,25.3,30.9,0.9,,,9.9,,1011.2,
2024-03-30,28.6,25.5,32.3,5.8,,,11.2,,1011.8,
2024-03-31,28.4,24.9,32.2,0.0,,,9.9,,1012.4,
2024-04-01,29.1,25.4,32.4,0.1,,,10.0,,1010.3,
2024-04-02,29.0,25.1,31.6,0.8,,,10.6,,1009.0,
2024-04-03,29.2,25.8,33.2,1.4,,,9.3,,1009.7,
2024-04-04,29.1,25.1,33.2,2.0,,,10.0,,1009.9,
2024-04-05,29.1,25.4,33.2,1.1,,,10.1,,1009.7,
2024-04-06,29.9,26.2,33.6,0.0,,,11.6,,1008.0,
2024-04-07,29.9,26.5,33.6,1.6,,,11.2,,1008.4,
2024-04-08,29.5,25.0,33.8,4.1,,,9.8,,1008.8,
2024-04-09,29.0,25.2,33.4,0.0,,,22.4,,1008.9,
2024-04-10,30.0,26.0,33.8,0.7,,,10.6,,1008.8,
2024-04-11,29.3,24.3,32.8,7.4,,,11.8,,1009.4,
2024-04-12,27.6,20.8,31.8,2.6,,,8.6,,1009.7,
2024-04-13,28.2,25.6,31.6,1.5,,,10.1,,1009.9,
2024-04-14,29.2,25.4,33.6,0.6,,,10.3,,1009.6,
2024-04-15,29.9,25.5,33.8,1.3,,,11.4,,1009.7,
2024-04-16,28.3,24.9,32.2,2.4,,,12.5,,1010.2,
2024-04-17,28.7,25.4,31.8,1.2,,,11.3,,1009.7,
2024-04-18,28.5,26.1,32.2,3.4,,,9.1,,1009.0,
2024-04-19,28.9,25.5,32.4,11.9,,,10.0,,1007.8,
2024-04-20,29.5,24.9,33.4,6.7,,,10.0,,1007.6,
2024-04-21,30.0,26.0,33.2,6.7,,,10.6,,1007.3,
2024-04-22,29.1,25.2,33.8,0.5,,,11.1,,1008.5,
2024-04-23,29.6,25.8,34.2,1.0,,,9.9,,1007.0,
2024-04-24,29.3,25.4,33.0,0.2,,,9.5,,1007.2,
2024-04-25,29.6,25.6,33.4,0.9,,,9.6,,1007.0,
2024-04-26,30.0,26.1,33.4,0.9,,,10.1,,1007.0,
2024-04-27,30.2,26.7,33.4,0.0,,,9.5,,1006.9,
2024-04-28,30.4,25.8,34.0,1.5,,,10.4,,1007.6,
2024-04-29,30.1,25.7,34.2,0.4,,,10.7,,1008.9,
2024-04-30,29.5,25.8,33.6,4.7,,,12.0,,1008.6,
2024-05-01,29.5,26.0,33.0,0.6,,,13.7,,1007.1,
2024-05-02,30.9,27.2,34.7,0.5,,,10.6,,1006.6,
2024-05-03,29.8,27.0,33.2,6.0,,,9.7,,1008.0,
2024-05-04,30.1,25.7,33.6,0.5,,,9.9,,1008.3,
2024-05-05,30.7,28.5,33.7,0.1,,,14.3,,1007.8,
2024-05-06,30.8,28.0,33.1,0.1,,,12.4,,1008.3,
2024-05-07,30.9,27.4,34.4,2.9,,,11.1,,1008.9,
2024-05-08,29.5,25.6,34.6,30.2,,,12.0,,1008.1,
2024-05-09,28.9,25.6,33.8,7.3,,,8.7,,1007.7,
2024-05-10,27.9,24.8,32.6,3.3,,,8.2,,1008.7,
2024-05-11,28.8,24.8,33.2,2.6,,,8.0,,1008.9,
2024-05-12,28.1,25.9,32.2,9.6,,,7.2,,1009.2,
2024-05-13,28.2,25.6,33.0,2.0,,,7.4,,1008.0,
2024-05-14,27.9,25.5,32.7,9.6,,,9.5,,1008.7,
2024-05-15,27.9,24.8,32.4,15.9,,,10.4,,1008.7,
2024-05-16,28.3,25.2,32.4,10.1,,,6.8,,1008.8,
2024-05-17,27.5,24.8,32.0,16.4,,,8.0,,1008.0,
2024-05-18,27.1,25.1,31.0,13.7,,,8.4,,1006.6,
2024-05-19,26.8,24.6,30.4,37.3,,,9.9,,1005.3,
2024-05-20,25.5,24.5,28.0,61.3,,,12.3,,1005.9,
2024-05-21,26.7,24.9,29.6,6.1,,,14.7,,1004.7,
2024-05-22,26.4,25.0,30.0,26.0,,,12.6,,1003.7,
2024-05-23,26.0,25.0,27.8,47.5,,,16.8,,1002.8,
2024-05-24,26.2,24.0,29.6,66.4,,,17.5,,1003.2,
2024-05-25,26.1,23.9,29.0,41.0,,,11.5,,1006.0,
2024-05-26,26.3,24.8,29.8,15.4,,,12.5,,1006.8,
2024-05-27,26.7,24.3,29.6,19.1,,,11.9,,1007.3,
2024-05-28,26.1,24.4,29.3,29.9,,,12.2,,1007.7,
2024-05-29,26.2,24.5,29.3,5.5,,,11.8,,1006.9,
2024-05-30,26.4,24.1,29.0,18.4,,,15.3,,1007.3,
2024-05-31,27.7,25.0,32.0,5.3,,,15.2,,1007.1,
2024-06-01,27.3,25.7,29.5,12.9,,,14.8,,1007.7,
2024-06-02,26.8,24.9,31.6,41.3,,,10.2,,1008.1,
2024-06-03,26.6,23.6,29.4,23.1,,,7.8,,1008.5,
2024-06-04,27.2,24.8,30.8,6.9,,,10.1,,1009.2,
2024-06-05,27.1,25.0,30.2,15.2,,,10.1,,1009.8,
2024-06-06,26.4,24.5,30.6,13.6,,,11.5,,1010.2,
2024-06-07,26.3,24.6,29.2,11.2,,,14.7,,1009.2,
2024-06-08,25.6,24.2,30.4,27.7,,,14.0,,1009.3,
2024-06-09,26.5,24.2,30.5,20.1,,,12.1,,1009.4,
2024-06-10,26.6,24.3,30.8,14.8,,,12.4,,1009.9,
2024-06-11,26.7,24.5,31.2,21.9,,,11.5,,1010.2,
2024-06-12,26.4,24.2,28.8,5.5,,,8.3,,1011.1,
2024-06-13,26.9,24.5,30.6,1.2,,,7.5,,1010.5,
2024-06-14,27.4,24.4,31.6,3.2,,,9.0,,1009.1,
2024-06-15,27.4,23.8,30.8,0.3,,,8.9,,1008.6,
2024-06-16,27.1,24.7,31.2,13.3,,,8.7,,1008.9,
2024-06-17,27.4,24.5,31.4,4.7,,,8.4,,1008.8,
2024-06-18,26.5,24.3,31.2,17.3,,,9.2,,1009.2,
2024-06-19,25.7,23.9,30.8,16.5,,,10.1,,1008.6,
2024-06-20,25.8,23.5,29.2,10.5,,,6.1,,1008.4,
2024-06-21,25.5,24.0,29.0,20.3,,,10.0,,1008.6,
2024-06-22,25.4,23.9,26.8,40.7,,,14.3,,1007.2,
2024-06-23,25.7,24.4,28.2,59.2,,,19.0,,1006.8,
2024-06-24,25.8,24.6,27.8,40.4,,,19.8,,1006.6,
2024-06-25,25.4,24.2,27.0,60.6,,,19.3,,1006.7,
2024-06-26,25.3,24.4,26.4,62.9,,,18.0,,1007.3,
2024-06-27,25.2,24.2,27.0,35.6,,,11.7,,1008.5,
2024-06-28,26.1,23.8,30.2,7.4,,,9.1,,1008.3,
2024-06-29,26.8,24.2,30.6,6.4,,,9.0,,1008.8,
2024-06-30,26.5,24.2,29.4,8.9,,,7.4,,1009.6,
2024-07-01,25.9,24.4,27.6,11.0,,,9.9,,1009.9,
2024-07-02,27.0,24.4,30.2,2.3,,,9.3,,1008.5,
2024-07-03,26.9,24.2,31.0,8.5,,,10.1,,1008.8,
2024-07-04,27.1,24.3,31.0,2.9,,,9.1,,1009.5,
2024-07-05,26.1,23.2,28.6,20.9,,,9.9,,1008.7,
2024-07-06,26.2,23.8,31.0,4.3,,,6.8,,1008.0,
2024-07-07,26.2,24.0,28.3,18.5,,,10.2,,1007.8,
2024-07-08,25.3,23.5,28.0,20.6,,,10.0,,1008.0,
2024-07-09,25.8,23.9,28.0,7.2,,,9.5,,1008.4,
2024-07-10,26.0,23.8,30.0,21.7,,,9.9,,1010.7,
2024-07-11,27.0,23.8,30.6,1.1,,,10.6,,1009.5,
2024-07-12,25.9,24.2,30.2,13.5,,,13.6,,1008.8,
2024-07-13,25.5,24.4,28.2,33.2,,,17.5,,1009.0,
2024-07-14,25.4,24.0,29.2,25.6,,,15.6,,1007.7,
2024-07-15,25.0,23.6,26.0,64.4,,,22.9,,1007.7,
2024-07-16,25.7,24.2,28.1,35.7,,,20.3,,1008.1,
2024-07-17,25.4,24.3,27.6,42.6,,,19.1,,1008.9,
2024-07-18,25.2,24.0,27.0,30.9,,,18.5,,1009.5,
2024-07-19,25.7,23.6,30.0,6.2,,,14.4,,1008.0,
2024-07-20,26.6,23.7,30.6,4.2,,,15.1,,1008.2,
2024-07-21,27.4,24.3,30.8,3.1,,,16.2,,1008.7,
2024-07-22,26.5,25.0,29.4,4.2,,,17.2,,1010.3,
2024-07-23,26.9,24.4,30.8,5.5,,,12.3,,1010.8,
2024-07-24,26.8,24.3,30.0,3.0,,,10.4,,1009.2,
2024-07-25,25.9,24.6,27.8,21.5,,,17.3,,1008.3,
2024-07-26,26.5,24.2,30.0,20.2,,,16.6,,1008.5,
2024-07-27,26.5,24.7,30.0,17.5,,,21.3,,1008.9,
2024-07-28,26.0,24.3,30.0,15.0,,,18.3,,1007.7,
2024-07-29,25.3,23.6,27.8,22.3,,,11.3,,1007.2,
2024-07-30,24.8,23.7,25.8,40.7,,,10.2,,1009.6,
2024-07-31,25.2,24.1,27.4,30.2,,,11.5,,1010.5,
2024-08-01,25.6,24.0,29.0,9.9,,,10.3,,1010.3,
2024-08-02,25.8,23.8,29.6,5.2,,,9.2,,1010.3,
2024-08-03,26.2,23.9,31.1,3.6,,,8.4,,1010.6,
2024-08-04,26.1,24.0,30.6,10.5,,,12.4,,1010.6,
2024-08-05,26.4,24.2,30.0,7.7,,,10.4,,1010.4,
2024-08-06,26.3,23.7,29.2,4.1,,,14.0,,1009.3,
2024-08-07,26.2,24.3,29.6,9.8,,,14.0,,1009.5,
2024-08-08,25.8,24.3,28.6,22.1,,,13.7,,1010.7,
2024-08-09,26.5,24.0,29.8,2.7,,,11.5,,1010.5,
2024-08-10,26.3,24.2,29.0,6.8,,,15.6,,1010.3,
2024-08-11,26.8,24.7,29.6,13.8,,,17.9,,1008.0,
2024-08-12,26.6,25.2,28.6,18.2,,,24.0,,1006.6,
2024-08-13,26.7,24.5,29.4,15.4,,,16.4,,1006.3,
2024-08-14,26.2,24.2,28.4,2.9,,,9.3,,1006.2,
2024-08-15,26.6,24.4,29.6,0.5,,,11.4,,1005.3,
2024-08-16,26.5,25.2,28.1,13.4,,,13.2,,1005.5,
2024-08-17,26.3,25.2,28.1,7.2,,,10.4,,1006.4,
2024-08-18,26.6,24.8,29.5,0.3,,,11.3,,1007.1,
2024-08-19,26.2,24.9,28.0,15.3,,,10.4,,1007.0,
2024-08-20,26.5,24.7,30.0,10.7,,,12.2,,1006.8,
2024-08-21,25.9,24.0,29.0,7.5,,,16.6,,1009.1,
2024-08-22,26.5,24.4,30.6,3.6,,,10.7,,1010.2,
2024-08-23,26.9,24.2,30.6,2.7,,,10.0,,1010.8,
2024-08-24,26.5,24.5,30.0,9.2,,,13.9,,1012.1,
2024-08-25,26.8,24.5,30.2,6.6,,,11.9,,1011.7,
2024-08-26,26.7,23.6,30.4,5.2,,,10.8,,1010.9,
2024-08-27,26.4,23.9,30.4,5.1,,,10.8,,1011.5,
2024-08-28,,,,,,,,,,
2024-08-29,,,,,,,,,,
2024-08-30,,,,,,,,,,
2024-08-31,,,,,,,,,,
2024-09-01,,,,,,,,,,
2024-09-02,,,,,,,,,,
2024-09-03,,,,,,,,,,
2024-09-04,26.8,,,,,,13.3,,1010.5,
2024-09-05,26.8,24.9,30.0,3.2,,,17.7,,1009.5,
2024-09-06,26.5,23.6,29.6,3.8,,,15.5,,1009.8,
2024-09-07,26.7,24.6,30.0,4.8,,,13.6,,1010.5,
2024-09-08,25.7,24.0,29.0,21.5,,,12.7,,1011.3,
2024-09-09,25.8,24.5,29.6,25.2,,,16.8,,1009.6,
2024-09-10,26.1,23.8,30.0,15.2,,,15.5,,1009.3,
2024-09-11,25.7,23.4,30.2,20.4,,,13.3,,1010.4,
2024-09-12,26.5,23.2,30.8,2.9,,,11.9,,1010.9,
2024-09-13,26.9,24.3,31.0,1.3,,,18.5,,1010.1,
2024-09-14,26.3,24.5,29.0,14.2,,,14.6,,1010.1,
2024-09-15,26.6,24.7,30.6,14.2,,,15.5,,1010.0,
2024-09-16,27.3,24.8,30.6,3.7,,,15.7,,1010.2,
2024-09-17,27.2,24.7,30.6,2.4,,,16.2,,1009.9,
2024-09-18,27.3,24.5,30.6,2.0,,,13.7,,1008.5,
2024-09-19,26.8,24.0,30.8,1.1,,,10.0,,1008.7,
2024-09-20,26.6,23.5,30.6,0.2,,,10.6,,1008.9,
2024-09-21,26.7,24.0,30.6,1.5,,,13.3,,1009.3,
2024-09-22,26.7,24.4,29.8,6.6,,,15.2,,1008.6,
2024-09-23,26.1,24.2,30.2,23.5,,,15.4,,1008.3,
2024-09-24,26.5,24.2,30.0,5.2,,,13.7,,1008.0,
2024-09-25,26.8,24.6,30.2,5.8,,,14.0,,1007.8,
2024-09-26,26.7,24.2,30.4,1.7,,,14.2,,1008.1,
2024-09-27,26.9,24.6,30.6,2.3,,,12.4,,1009.5,
2024-09-28,27.2,24.9,30.6,1.5,,,13.6,,1009.4,
2024-09-29,27.2,24.4,30.8,11.4,,,10.3,,1009.1,
2024-09-30,27.1,23.8,32.0,8.5,,,8.5,,1009.1,
2024-10-01,26.8,23.8,30.4,7.4,,,10.2,,1008.7,
2024-10-02,27.4,24.8,30.6,1.2,,,14.8,,1009.7,
2024-10-03,27.1,25.1,30.2,1.3,,,13.2,,1010.2,
2024-10-04,27.2,24.6,30.8,9.6,,,10.3,,1010.0,
2024-10-05,26.5,23.7,30.2,1.0,,,8.0,,1010.0,
2024-10-06,26.5,24.5,30.6,13.0,,,9.5,,1009.6,
2024-10-07,25.8,23.9,29.8,23.9,,,16.4,,1010.4,
2024-10-08,26.6,24.1,30.6,3.2,,,13.6,,1010.5,
2024-10-09,26.3,24.2,30.6,14.9,,,22.8,,1009.2,
2024-10-10,25.7,23.6,28.6,11.0,,,9.6,,1008.6,
2024-10-11,25.8,23.6,27.8,18.6,,,11.5,,1008.2,
2024-10-12,26.1,23.8,30.0,22.0,,,9.2,,1009.0,
2024-10-13,26.1,24.0,29.2,2.9,,,6.5,,1009.4,
2024-10-14,25.7,24.2,28.8,14.0,,,5.6,,1009.3,
2024-10-15,25.5,23.0,29.0,19.0,,,8.0,,1009.3,
2024-10-16,25.1,23.6,29.2,8.3,,,9.3,,1009.3,
2024-10-17,26.3,24.1,30.6,3.0,,,8.8,,1009.1,
2024-10-18,26.4,23.7,31.2,2.1,,,8.2,,1009.3,
2024-10-19,26.6,23.7,30.4,1.3,,,8.4,,1010.3,
2024-10-20,26.7,24.0,31.0,0.3,,,7.6,,1010.6,
2024-10-21,26.7,24.3,30.0,4.8,,,7.2,,1010.7,
2024-10-22,27.1,24.6,31.4,2.4,,,7.3,,1010.6,
2024-10-23,26.4,23.8,30.8,6.4,,,9.0,,1010.2,
2024-10-24,25.4,23.2,30.0,36.0,,,13.5,,1010.7,
2024-10-25,25.1,23.6,30.6,41.2,,,16.3,,1010.8,
2024-10-26,26.0,22.9,30.6,8.7,,,13.3,,1010.6,
2024-10-27,26.2,23.3,29.6,0.8,,,10.7,,1009.6,
2024-10-28,26.7,23.8,30.6,1.2,,,9.4,,1009.0,
2024-10-29,26.4,23.4,31.0,0.7,,,8.4,,1009.9,
2024-10-30,27.0,23.8,31.2,0.0,,,8.1,,1010.0,
2024-10-31,27.1,24.4,31.6,1.3,,,14.2,,1010.6,
2024-11-01,26.4,23.6,30.2,10.8,,,9.1,,1011.5,
2024-11-02,26.0,23.8,30.4,13.1,,,7.9,,1011.7,
2024-11-03,25.7,23.1,30.8,7.9,,,10.6,,1011.3,
2024-11-04,25.5,22.8,31.0,5.5,,,8.2,,1010.6,
2024-11-05,26.2,22.7,30.8,1.5,,,8.3,,1010.9,
2024-11-06,26.2,21.0,30.6,0.0,,,8.7,,1011.3,
2024-11-07,26.6,23.3,31.2,0.9,,,7.9,,1010.9,
2024-11-08,26.0,24.3,30.8,8.1,,,7.6,,1010.8,
2024-11-09,26.1,23.1,29.0,2.9,,,17.3,,1010.6,
2024-11-10,26.7,23.5,32.6,0.0,,,9.5,,1010.4,
2024-11-11,26.9,23.7,30.8,1.3,,,7.4,,1009.8,
2024-11-12,26.8,23.7,30.6,1.1,,,8.6,,1009.2,
2024-11-13,27.5,24.1,31.2,2.0,,,8.2,,1007.6,
2024-11-14,26.7,24.3,30.6,8.3,,,7.5,,1009.5,
2024-11-15,26.7,24.2,29.8,5.7,,,6.6,,1009.9,
2024-11-16,26.9,24.1,30.8,4.2,,,7.1,,1009.1,
2024-11-17,27.4,24.3,32.2,11.6,,,8.2,,1008.8,
2024-11-18,27.4,24.5,30.8,0.1,,,8.9,,1009.2,
2024-11-19,27.8,24.1,32.7,1.9,,,9.7,,1010.1,
2024-11-20,26.4,23.9,30.4,3.2,,,7.9,,1009.9,
2024-11-21,26.7,24.0,30.2,1.8,,,10.5,,1010.1,
2024-11-22,27.7,23.9,31.3,0.1,,,8.1,,1009.7,
2024-11-23,27.8,24.2,31.8,2.0,,,9.0,,1010.3,
2024-11-24,28.0,23.7,31.7,0.4,,,8.2,,1010.1,
2024-11-25,28.0,24.9,31.3,3.3,,,7.6,,1009.2,
2024-11-26,27.0,24.5,31.7,13.2,,,7.9,,1008.5,
2024-11-27,26.4,24.2,30.0,0.5,,,12.3,,1007.5,
2024-11-28,27.2,24.1,30.8,0.0,,,9.7,,1007.2,
2024-11-29,27.8,24.6,31.2,0.0,,,10.3,,1007.1,
2024-11-30,27.5,24.6,29.8,2.1,,,17.7,,1007.0,
2024-12-01,26.3,24.5,28.9,34.8,,,21.0,,1006.4,
2024-12-02,25.4,23.9,27.6,29.2,,,17.7,,1006.9,
2024-12-03,26.2,23.5,29.6,3.7,,,8.8,,1008.7,
2024-12-04,26.5,24.6,30.4,2.0,,,7.9,,1009.5,
2024-12-05,26.4,23.6,30.0,2.7,,,8.7,,1010.2,
2024-12-06,27.0,23.5,30.4,0.2,,,9.4,,1009.7,
2024-12-07,26.7,23.9,31.6,5.4,,,8.8,,1010.2,
2024-12-08,26.6,23.2,30.1,1.1,,,7.7,,1010.0,
2024-12-09,26.6,23.4,31.4,0.8,,,8.6,,1009.8,
2024-12-10,,,,,,,,,,
2024-12-11,,,,,,,,,,
2024-12-12,,,,,,,,,,
2024-12-13,,,,,,,,,,
2024-12-14,25.9,23.9,29.5,9.5,,,9.0,,1010.3,
2024-12-15,26.3,22.8,30.6,0.0,,,9.2,,1010.6,
2024-12-16,26.7,22.3,30.6,0.0,,,10.1,,1010.2,
2024-12-17,27.3,24.2,31.0,0.0,,,8.3,,1009.7,
2024-12-18,26.5,22.6,30.4,0.0,,,9.9,,1009.5,
2024-12-19,26.9,22.8,31.0,0.0,,,9.3,,1009.5,
2024-12-20,27.4,23.7,30.8,0.0,,,10.6,,1009.3,
2024-12-21,27.2,24.2,30.4,0.4,,,18.8,,1010.0,
2024-12-22,27.2,24.4,30.6,2.1,,,14.5,,1010.7,
2024-12-23,26.6,23.2,30.4,0.6,,,11.2,,1010.7,
2024-12-24,26.2,22.4,30.5,0.0,,,8.8,,1010.8,
2024-12-25,26.2,22.5,30.0,0.0,,,10.3,,1011.8,
2024-12-26,26.8,23.2,30.4,0.0,,,8.9,,1012.5,
2024-12-27,27.0,24.0,30.0,1.7,,,9.3,,1013.0,
2024-12-28,27.5,24.2,30.8,0.0,,,8.6,,1012.6,
2024-12-29,27.6,23.9,31.5,0.0,,,9.5,,1012.2,
2024-12-30,28.1,23.8,33.4,1.0,,,9.0,,1011.6,
2024-12-31,28.5,24.7,33.1,0.4,,,9.4,,1011.2,
